To Time cannot be after the current time.,到時間不能晚于當前時間。,
Stock Entry {0} created and ,創建庫存條目{0}並,
Inpatient Medication Orders updated successfully,住院用藥單已成功更新,
Row {0}: Cannot create Inpatient Medication Entry against cancelled Inpatient Medication Order {1},第{0}行：無法針對已取消的住院藥物命令{1}創建住院藥物分錄,
Row {0}: This Medication Order is already marked as completed,第{0}行：此藥物訂單已被標記為已完成,
Quantity not available for {0} in warehouse {1},倉庫{1}中{0}不可用的數量,
Please enable Allow Negative Stock in Stock Settings or create Stock Entry to proceed.,請啟用“允許庫存設置中的負庫存”或創建“庫存輸入”以繼續。,
No Inpatient Record found against patient {0},找不到針對病人{0}的住院記錄,
An Inpatient Medication Order {0} against Patient Encounter {1} already exists.,針對病人遭遇{1}的住院藥物命令{0}已存在。,
Allow In Returns,允許退貨,
Hide Unavailable Items,隱藏不可用的物品,
Apply Discount on Discounted Rate,對折現率應用折扣,
Therapy Plan Template,治療計划模板,
Fetching Template Details,提取模板詳細信息,
Linked Item Details,鏈接項目詳細信息,
Therapy Types,治療類型,
Therapy Plan Template Detail,治療計划模板詳細信息,
Non Conformance,不合格,
Process Owner,流程負責人,
Corrective Action,糾正措施,
Preventive Action,預防措施,
Problem,問題,
Responsible,負責任的,
Completion By,完成方式,
Process Owner Full Name,流程所有者全名,
Right Index,正確的索引,
Left Index,左索引,
Sub Procedure,子程序,
Passed,已通過,
Print Receipt,打印收據,
Edit Receipt,編輯收據,
Focus on search input,專注于搜索輸入,
Focus on Item Group filter,專注于項目組過濾器,
Checkout Order / Submit Order / New Order,結帳訂單/提交訂單/新訂單,
Add Order Discount,添加訂單折扣,
Item Code: {0} is not available under warehouse {1}.,項目代碼：{0}在倉庫{1}下不可用。,
Serial numbers unavailable for Item {0} under warehouse {1}. Please try changing warehouse.,倉庫{1}下項目{0}的序列號不可用。請嘗試更換倉庫。,
Fetched only {0} available serial numbers.,僅獲取了{0}個可用序列號。,
Switch Between Payment Modes,在付款模式之間切換,
Enter {0} amount.,輸入{0}金額。,
You don't have enough points to redeem.,您的積分不足以兌換。,
You can redeem upto {0}.,您最多可以兌換{0}。,
Enter amount to be redeemed.,輸入要兌換的金額。,
You cannot redeem more than {0}.,您最多只能兌換{0}個。,
Open Form View,打開表單視圖,
POS invoice {0} created succesfully,成功創建POS發票{0},
Stock quantity not enough for Item Code: {0} under warehouse {1}. Available quantity {2}.,倉庫{1}下的存貨數量不足以用于物料代碼{0}。可用數量{2}。,
Serial No: {0} has already been transacted into another POS Invoice.,序列號：{0}已被交易到另一個POS發票中。,
Balance Serial No,天平序列號,
Warehouse: {0} does not belong to {1},倉庫：{0}不屬于{1},
Please select batches for batched item {0},請為批次項目{0}選擇批次,
Please select quantity on row {0},請在第{0}行上選擇數量,
Please enter serial numbers for serialized item {0},請輸入序列化項目{0}的序列號,
Batch {0} already selected.,已選擇批次{0}。,
Please select a warehouse to get available quantities,請選擇一個倉庫以獲取可用數量,
"For transfer from source, selected quantity cannot be greater than available quantity",對于從源轉移，所選數量不能大于可用數量,
Cannot find Item with this Barcode,用此條形碼找不到物品,
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2},{0}是必需的。也許沒有為{1}至{2}創建貨幣兌換記錄,
{} has submitted assets linked to it. You need to cancel the assets to create purchase return.,{}已提交與其關聯的資產。您需要取消資產以創建購買退貨。,
Cannot cancel this document as it is linked with submitted asset {0}. Please cancel it to continue.,由于該文檔與已提交的資產{0}鏈接，因此無法取消。請取消它以繼續。,
Row #{}: Serial No. {} has already been transacted into another POS Invoice. Please select valid serial no.,第{}行：序列號{}已被交易到另一個POS發票中。請選擇有效的序列號,
Row #{}: Serial Nos. {} has already been transacted into another POS Invoice. Please select valid serial no.,第{}行：序列號{}已被交易到另一個POS發票中。請選擇有效的序列號,
Item Unavailable,物品不可用,
Row #{}: Serial No {} cannot be returned since it was not transacted in original invoice {},第＃{}行：由于未在原始發票{}中進行交易，因此無法返回序列號{},
Please set default Cash or Bank account in Mode of Payment {},請在付款方式{}中設置默認的現金或銀行帳戶,
Please set default Cash or Bank account in Mode of Payments {},請在付款方式{}中設置默認的現金或銀行帳戶,
Please ensure {} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,請確保{}帳戶是資產負債表帳戶。您可以將父帳戶更改為資產負債表帳戶，也可以選擇其他帳戶。,
Please ensure {} account is a Payable account. Change the account type to Payable or select a different account.,請確保{}帳戶是應付帳戶。將帳戶類型更改為“應付帳款”或選擇其他帳戶。,
Row {}: Expense Head changed to {} ,第{}行：費用總目已更改為{},
because account {} is not linked to warehouse {} ,因為帳戶{}未鏈接到倉庫{},
or it is not the default inventory account,或它不是默認的庫存帳戶,
Expense Head Changed,費用總目已更改,
because expense is booked against this account in Purchase Receipt {},因為費用是在采購收據{}中為此帳戶預訂的,
as no Purchase Receipt is created against Item {}. ,因為沒有針對物料{}創建采購收據。,
This is done to handle accounting for cases when Purchase Receipt is created after Purchase Invoice,這樣做是為了處理在采購發票后創建采購收貨的情況,
Purchase Order Required for item {},項目{}所需的采購訂單,
To submit the invoice without purchase order please set {} ,要提交不含采購訂單的發票，請設置{},
as {} in {},如{}中的{},
Mandatory Purchase Order,強制性采購訂單,
Purchase Receipt Required for item {},項目{}的采購收據,
To submit the invoice without purchase receipt please set {} ,要提交沒有購買收據的發票，請設置{},
Mandatory Purchase Receipt,強制性收貨,
POS Profile {} does not belongs to company {},POS個人資料{}不屬于公司{},
User {} is disabled. Please select valid user/cashier,用戶{}被禁用。請選擇有效的用戶/出納員,
Row #{}: Original Invoice {} of return invoice {} is {}. ,第＃{}行：退貨發票{}的原始發票{}為{}。,
Original invoice should be consolidated before or along with the return invoice.,原始發票應在退貨發票之前或與之合並。,
You can add original invoice {} manually to proceed.,您可以手動添加原始發票{}以繼續。,
Please ensure {} account is a Balance Sheet account. ,請確保{}帳戶是資產負債表帳戶。,
You can change the parent account to a Balance Sheet account or select a different account.,您可以將父帳戶更改為資產負債表帳戶，也可以選擇其他帳戶。,
Please ensure {} account is a Receivable account. ,請確保{}帳戶是應收帳款帳戶。,
Change the account type to Receivable or select a different account.,將帳戶類型更改為“應收帳款”或選擇其他帳戶。,
{} can't be cancelled since the Loyalty Points earned has been redeemed. First cancel the {} No {},由于所賺取的忠誠度積分已被兌換，因此無法取消{}。首先取消{}否{},
already exists,已經存在,
POS Closing Entry {} against {} between selected period,選定期間之間的POS關閉條目{}對{},
POS Invoice is {},POS發票為{},
POS Profile doesn't matches {},POS個人資料與{}不匹配,
POS Invoice is not {},POS發票不是{},
POS Invoice isn't created by user {},POS發票不是由用戶{}創建的,
Row #{}: {},第＃{}行：{},
Invalid POS Invoices,無效的POS發票,
Please add the account to root level Company - {},請將帳戶添加到根級別的公司-{},
"While creating account for Child Company {0}, parent account {1} not found. Please create the parent account in corresponding COA",為子公司{0}創建帳戶時，找不到父帳戶{1}。請在相應的COA中創建上級帳戶,
Account Not Found,找不到帳戶,
"While creating account for Child Company {0}, parent account {1} found as a ledger account.",在為子公司{0}創建帳戶時，發現父帳戶{1}是分類帳。,
Please convert the parent account in corresponding child company to a group account.,請將相應子公司中的母公司帳戶轉換為組帳戶。,
Invalid Parent Account,無效的上級帳戶,
"Renaming it is only allowed via parent company {0}, to avoid mismatch.",重命名僅允許通過母公司{0}進行，以避免不匹配。,
"If you {0} {1} quantities of the item {2}, the scheme {3} will be applied on the item.",如果您{0} {1}數量的項目{2}，則方案{3}將應用于該項目。,
"If you {0} {1} worth item {2}, the scheme {3} will be applied on the item.",如果您{0} {1}值得項目{2}，則方案{3}將應用于該項目。,
"As the field {0} is enabled, the field {1} is mandatory.",當啟用字段{0}時，字段{1}是必填字段。,
"As the field {0} is enabled, the value of the field {1} should be more than 1.",啟用字段{0}時，字段{1}的值應大于1。,
Cannot deliver Serial No {0} of item {1} as it is reserved to fullfill Sales Order {2},無法交付物料{1}的序列號{0}，因為已保留該物料以填寫銷售訂單{2},
"Sales Order {0} has reservation for the item {1}, you can only deliver reserved {1} against {0}.",銷售訂單{0}對物料{1}有保留，您只能針對{0}交付保留的{1}。,
{0} Serial No {1} cannot be delivered,{0}序列號{1}無法傳遞,
Row {0}: Subcontracted Item is mandatory for the raw material {1},第{0}行：原材料{1}必須使用轉包物料,
"As there are sufficient raw materials, Material Request is not required for Warehouse {0}.",由于有足夠的原材料，因此倉庫{0}不需要“物料請求”。,
" If you still want to proceed, please enable {0}.",如果仍然要繼續，請啟用{0}。,
The item referenced by {0} - {1} is already invoiced,{0}-{1}引用的商品已開票,
Therapy Session overlaps with {0},治療會話與{0}重疊,
Therapy Sessions Overlapping,治療會議重疊,
Therapy Plans,治療計划,
"Item Code, warehouse, quantity are required on row {0}",在第{0}行中需要提供物料代碼，倉庫，數量,
Get Items from Material Requests against this Supplier,從針對此供應商的物料請求中獲取物料,
Enable European Access,啟用歐洲訪問,
Creating Purchase Order ...,創建采購訂單...,
"Select a Supplier from the Default Suppliers of the items below. On selection, a Purchase Order will be made against items belonging to the selected Supplier only.",從以下各項的默認供應商中選擇供應商。選擇后，將針對僅屬于所選供應商的項目下達采購訂單。,
Row #{}: You must select {} serial numbers for item {}.,行號{}：您必須為項目{}選擇{}序列號。,
Accountant,公司財務,
Accounting,公司財務,
Accounts,公司財務,
Projects,軟件開發項目,
DocType: Accounting Period,Period Name,期間名稱
DocType: Employee,Salary Mode,薪酬模式
DocType: Patient,Divorced,離婚
DocType: Support Settings,Post Route Key,郵政路線密鑰
DocType: Buying Settings,Allow Item to be added multiple times in a transaction,允許項目在一個交易中被多次新增
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +33,Cancel Material Visit {0} before cancelling this Warranty Claim,材質訪問{0}之前取消此保修索賠取消
apps/erpnext/erpnext/config/education.py +118,Assessment Reports,評估報告
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +19,Consumer Products,消費類產品
DocType: Supplier Scorecard,Notify Supplier,通知供應商
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.js +52,Please select Party Type first,請選擇黨第一型
DocType: Item,Customer Items,客戶項目
DocType: Project,Costing and Billing,成本核算和計費
apps/erpnext/erpnext/hr/doctype/employee_advance/employee_advance.py +43,Advance account currency should be same as company currency {0},預付帳戶貨幣應與公司貨幣{0}相同
DocType: QuickBooks Migrator,Token Endpoint,令牌端點
apps/erpnext/erpnext/accounts/doctype/account/account.py +55,Account {0}: Parent account {1} can not be a ledger,帳戶{0}：父帳戶{1}不能是總帳
DocType: Item,Publish Item to hub.erpnext.com,發布項目hub.erpnext.com
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +270,Cannot find active Leave Period,找不到有效的休假期
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py +22,Evaluation,評估
DocType: Item,Default Unit of Measure,預設的計量單位
DocType: SMS Center,All Sales Partner Contact,所有的銷售合作夥伴聯絡
DocType: Department,Leave Approvers,休假審批人
DocType: Employee,Bio / Cover Letter,生物/求職信
DocType: Patient Encounter,Investigations,調查
DocType: Restaurant Order Entry,Click Enter To Add,點擊輸入要添加
apps/erpnext/erpnext/erpnext_integrations/doctype/shopify_settings/shopify_settings.py +29,"Missing value for Password, API Key or Shopify URL",缺少密碼，API密鑰或Shopify網址的值
apps/erpnext/erpnext/public/js/setup_wizard.js +243,All Accounts,所有帳戶
apps/erpnext/erpnext/hr/doctype/employee_transfer/employee_transfer.py +15,Cannot transfer Employee with status Left,無法轉移狀態為左的員工
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +216,"Stopped Production Order cannot be cancelled, Unstop it first to cancel",停止生產訂單無法取消，首先Unstop它取消
apps/erpnext/erpnext/assets/doctype/asset/asset.js +338,Do you really want to scrap this asset?,難道你真的想放棄這項資產？
DocType: Drug Prescription,Update Schedule,更新時間表
apps/erpnext/erpnext/buying/report/quoted_item_comparison/quoted_item_comparison.js +44,Select Default Supplier,選擇默認供應商
apps/erpnext/erpnext/hr/doctype/job_offer/job_offer.js +26,Show Employee,顯示員工
DocType: Exchange Rate Revaluation Account,New Exchange Rate,新匯率
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +38,Currency is required for Price List {0},價格表{0}需填入貨幣種類
DocType: Sales Taxes and Charges Template,* Will be calculated in the transaction.,*將被計算在該交易。
DocType: Purchase Order,Customer Contact,客戶聯絡
DocType: Patient Appointment,Check availability,檢查可用性
DocType: Retention Bonus,Bonus Payment Date,獎金支付日期
DocType: Employee,Job Applicant,求職者
apps/erpnext/erpnext/buying/doctype/supplier/supplier_dashboard.py +6,This is based on transactions against this Supplier. See timeline below for details,這是基於對這種供應商的交易。詳情請參閱以下時間表
DocType: Manufacturing Settings,Overproduction Percentage For Work Order,工作訂單的生產率過高百分比
DocType: Delivery Note,Transport Receipt Date,運輸收貨日期
DocType: Shopify Settings,Sales Order Series,銷售訂單系列
apps/erpnext/erpnext/hr/utils.py +222,"More than one selection for {0} not \
			allowed",對{0}的多個選擇不是\允許的
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +204,Actual type tax cannot be included in Item rate in row {0},實際類型稅不能被包含在商品率排{0}
DocType: Allowed To Transact With,Allowed To Transact With,允許與
DocType: Bank Guarantee,Customer,客戶
DocType: Purchase Receipt Item,Required By,需求來自
DocType: Delivery Note,Return Against Delivery Note,射向送貨單
DocType: Asset Category,Finance Book Detail,財務圖書細節
DocType: Purchase Order,% Billed,％已開立帳單
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +41,Exchange Rate must be same as {0} {1} ({2}),匯率必須一致{0} {1}（{2}）
DocType: Sales Invoice,Customer Name,客戶名稱
DocType: Vehicle,Natural Gas,天然氣
apps/erpnext/erpnext/setup/setup_wizard/operations/company_setup.py +63,Bank account cannot be named as {0},銀行賬戶不能命名為{0}
DocType: Employee Tax Exemption Declaration,HRA as per Salary Structure,HRA根據薪資結構
DocType: Account,Heads (or groups) against which Accounting Entries are made and balances are maintained.,頭（或組）針對其會計分錄是由和平衡得以維持。
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +197,Outstanding for {0} cannot be less than zero ({1}),傑出的{0}不能小於零（ {1} ）
apps/erpnext/erpnext/public/js/controllers/transaction.js +882,Service Stop Date cannot be before Service Start Date,服務停止日期不能早於服務開始日期
DocType: Manufacturing Settings,Default 10 mins,預設為10分鐘
DocType: Leave Type,Leave Type Name,休假類型名稱
apps/erpnext/erpnext/templates/pages/projects.js +66,Show open,公開顯示
apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html +6,Checkout,查看
DocType: Asset Finance Book,Depreciation Start Date,折舊開始日期
DocType: Pricing Rule,Apply On,適用於
DocType: Item Price,Multiple Item prices.,多個項目的價格。
,Purchase Order Items To Be Received,未到貨的採購訂單項目
DocType: SMS Center,All Supplier Contact,所有供應商聯絡
DocType: Support Settings,Support Settings,支持設置
apps/erpnext/erpnext/projects/doctype/project/project.py +84,Expected End Date can not be less than Expected Start Date,預計結束日期不能小於預期開始日期
DocType: Amazon MWS Settings,Amazon MWS Settings,亞馬遜MWS設置
apps/erpnext/erpnext/utilities/transaction_base.py +126,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,行＃{0}：速率必須與{1}：{2}（{3} / {4}）
,Batch Item Expiry Status,批處理項到期狀態
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +137,Bank Draft,銀行匯票
DocType: Mode of Payment Account,Mode of Payment Account,支付帳戶模式
apps/erpnext/erpnext/config/healthcare.py +8,Consultation,會診
DocType: Accounts Settings,Show Payment Schedule in Print,在打印中顯示付款時間表
apps/erpnext/erpnext/accounts/report/sales_payment_summary/sales_payment_summary.py +21,Sales and Returns,銷售和退貨
apps/erpnext/erpnext/stock/doctype/item/item.js +58,Show Variants,顯示變體
DocType: Academic Term,Academic Term,學期
DocType: Employee Tax Exemption Sub Category,Employee Tax Exemption Sub Category,員工免稅子類別
apps/erpnext/erpnext/hr/doctype/employee_benefit_claim/employee_benefit_claim.py +61,"Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component\
			amount and previous claimed amount",員工{0}的最高福利超過{1}，福利應用程序按比例分量\金額和上次索賠金額的總和{2}
DocType: Opening Invoice Creation Tool Item,Quantity,數量
,Customers Without Any Sales Transactions,沒有任何銷售交易的客戶
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +590,Accounts table cannot be blank.,賬表不能為空。
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +164,Loans (Liabilities),借款（負債）
DocType: Patient Encounter,Encounter Time,遇到時間
DocType: Staffing Plan Detail,Total Estimated Cost,預計總成本
DocType: Employee Education,Year of Passing,路過的一年
DocType: Routing,Routing Name,路由名稱
DocType: Item,Country of Origin,出生國家
DocType: Soil Texture,Soil Texture Criteria,土壤質地標準
apps/erpnext/erpnext/templates/includes/product_page.js +34,In Stock,庫存
apps/erpnext/erpnext/public/js/utils/customer_quick_entry.js +16,Primary Contact Details,主要聯繫方式
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +46,Open Issues,開放式問題
DocType: Production Plan Item,Production Plan Item,生產計劃項目
apps/erpnext/erpnext/hr/doctype/employee/employee.py +166,User {0} is already assigned to Employee {1},用戶{0}已經被分配給員工{1}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +31,Health Care,保健
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),延遲支付（天）
DocType: Payment Terms Template Detail,Payment Terms Template Detail,付款條款模板細節
DocType: Delivery Note,Issue Credit Note,發行信用票據
DocType: Lab Prescription,Lab Prescription,實驗室處方
,Delay Days,延遲天數
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +26,Service Expense,服務費用
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +1009,Serial Number: {0} is already referenced in Sales Invoice: {1},序號：{0}已在銷售發票中引用：{1}
DocType: Bank Statement Transaction Invoice Item,Invoice,發票
DocType: Purchase Invoice Item,Item Weight Details,項目重量細節
DocType: Asset Maintenance Log,Periodicity,週期性
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,會計年度{0}是必需的
DocType: Crop Cycle,The minimum distance between rows of plants for optimum growth,植株之間的最小距離，以獲得最佳生長
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +21,Defense,防禦
DocType: Salary Component,Abbr,縮寫
DocType: Timesheet,Total Costing Amount,總成本計算金額
DocType: Delivery Note,Vehicle No,車輛牌照號碼
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +177,Please select Price List,請選擇價格表
DocType: Accounts Settings,Currency Exchange Settings,貨幣兌換設置
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +94,Row #{0}: Payment document is required to complete the trasaction,列＃{0}：付款單據才能完成trasaction
DocType: Work Order Operation,Work In Progress,在製品
apps/erpnext/erpnext/education/report/absent_student_report/absent_student_report.py +13,Please select date,請選擇日期
DocType: Item Price,Minimum Qty ,最低數量
DocType: Finance Book,Finance Book,金融書
DocType: Daily Work Summary Group,Holiday List,假日列表
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +90,Accountant,會計人員
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py +61,Selling Price List,賣價格表
DocType: Patient,Tobacco Current Use,煙草當前使用
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py +68,Selling Rate,賣出率
DocType: Cost Center,Stock User,庫存用戶
DocType: Soil Analysis,(Ca+Mg)/K,（鈣+鎂）/ K
DocType: Delivery Stop,Contact Information,聯繫信息
DocType: Company,Phone No,電話號碼
DocType: Delivery Trip,Initial Email Notification Sent,初始電子郵件通知已發送
DocType: Bank Statement Settings,Statement Header Mapping,聲明標題映射
,Sales Partners Commission,銷售合作夥伴傭金
DocType: Purchase Invoice,Rounding Adjustment,舍入調整
apps/erpnext/erpnext/setup/doctype/company/company.py +50,Abbreviation cannot have more than 5 characters,縮寫不能有超過5個字符
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.js +7,Payment Request,付錢請求
apps/erpnext/erpnext/config/accounts.py +556,To view logs of Loyalty Points assigned to a Customer.,查看分配給客戶的忠誠度積分的日誌。
DocType: Asset,Value After Depreciation,折舊後
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan_dashboard.py +8,Related,有關
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +46,Attendance date can not be less than employee's joining date,考勤日期不得少於員工的加盟日期
DocType: Grading Scale,Grading Scale Name,分級標準名稱
apps/erpnext/erpnext/public/js/hub/marketplace.js +147,Add Users to Marketplace,將用戶添加到市場
apps/erpnext/erpnext/accounts/doctype/account/account.js +37,This is a root account and cannot be edited.,這是一個 root 帳戶，不能被編輯。
DocType: BOM,Operations,作業
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},不能在折扣的基礎上設置授權{0}
DocType: Subscription,Subscription Start Date,訂閱開始日期
DocType: Healthcare Settings,Default receivable accounts to be used if not set in Patient to book Appointment charges.,如果未在患者中設置預約費用，則使用默認應收帳戶。
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name",附加.csv文件有兩列，一為舊名稱，一個用於新名稱
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py +195,From Address 2,來自地址2
apps/erpnext/erpnext/accounts/utils.py +74,{0} {1} not in any active Fiscal Year.,{0} {1} 不在任何有效的會計年度
DocType: Packed Item,Parent Detail docname,家長可採用DocName細節
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +69,"Reference: {0}, Item Code: {1} and Customer: {2}",參考：{0}，商品編號：{1}和顧客：{2}
apps/erpnext/erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.py +377,{0} {1} is not present in the parent company,在母公司中不存在{0} {1}
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py +215,Trial Period End Date Cannot be before Trial Period Start Date,試用期結束日期不能在試用期開始日期之前
apps/erpnext/erpnext/utilities/user_progress.py +146,Kg,公斤
DocType: Tax Withholding Category,Tax Withholding Category,預扣稅類別
apps/erpnext/erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py +23,Cancel the journal entry {0} first,首先取消日記條目{0}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py +113,BOM is not specified for subcontracting item {0} at row {1},沒有為行{1}的轉包商品{0}指定BOM
apps/erpnext/erpnext/education/doctype/assessment_result_tool/assessment_result_tool.js +149,{0} Result submittted,{0}結果提交
apps/erpnext/erpnext/utilities/page/leaderboard/leaderboard.js +74,Timespan,時間跨度
apps/erpnext/erpnext/templates/pages/search_help.py +13,Help Results for,幫助結果
apps/erpnext/erpnext/public/js/stock_analytics.js +58,Select Warehouse...,選擇倉庫...
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +6,Advertising,廣告
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +22,Same Company is entered more than once,同一家公司進入不止一次
apps/erpnext/erpnext/accounts/party.py +42,Not permitted for {0},不允許{0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +624,Get items from,取得項目來源
DocType: Price List,Price Not UOM Dependant,價格不依賴於UOM
DocType: Purchase Invoice,Apply Tax Withholding Amount,申請預扣稅金額
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +539,Stock cannot be updated against Delivery Note {0},送貨單{0}不能更新庫存
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py +124,Total Amount Credited,總金額
apps/erpnext/erpnext/templates/pages/home.py +25,Product {0},產品{0}
apps/erpnext/erpnext/templates/generators/item_group.html +33,No items listed,沒有列出項目
DocType: Asset Repair,Error Description,錯誤說明
DocType: Payment Reconciliation,Reconcile,調和
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +30,Grocery,雜貨
DocType: Quality Inspection Reading,Reading 1,閱讀1
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +40,Pension Funds,養老基金
DocType: Exchange Rate Revaluation Account,Gain/Loss,收益/損失
DocType: Accounts Settings,Use Custom Cash Flow Format,使用自定義現金流量格式
DocType: SMS Center,All Sales Person,所有的銷售人員
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,**月度分配**幫助你分配預算/目標跨越幾個月，如果你在你的業務有季節性。
apps/erpnext/erpnext/accounts/page/pos/pos.js +1768,Not items found,未找到項目
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +267,Salary Structure Missing,薪酬結構缺失
DocType: Lead,Person Name,人姓名
DocType: Sales Invoice Item,Sales Invoice Item,銷售發票項目
DocType: Account,Credit,信用
DocType: POS Profile,Write Off Cost Center,沖銷成本中心
apps/erpnext/erpnext/public/js/setup_wizard.js +117,"e.g. ""Primary School"" or ""University""",如“小學”或“大學”
apps/erpnext/erpnext/config/stock.py +28,Stock Reports,庫存報告
DocType: Warehouse,Warehouse Detail,倉庫的詳細資訊
apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py +33,The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,該期限結束日期不能晚於學年年終日期到這個詞聯繫在一起（學年{}）。請更正日期，然後再試一次。
apps/erpnext/erpnext/stock/doctype/item/item.py +298,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item",“是固定的資產”不能選中，作為資產記錄存在對項目
DocType: Delivery Trip,Departure Time,出發時間
DocType: Vehicle Service,Brake Oil,剎車油
DocType: Tax Rule,Tax Type,稅收類型
,Completed Work Orders,完成的工作訂單
DocType: Support Settings,Forum Posts,論壇帖子
apps/erpnext/erpnext/controllers/taxes_and_totals.py +603,Taxable Amount,應稅金額
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +161,You are not authorized to add or update entries before {0},你無權添加或更新{0}之前的條目
DocType: Leave Policy,Leave Policy Details,退出政策詳情
DocType: BOM,Item Image (if not slideshow),產品圖片（如果不是幻燈片）
DocType: Work Order Operation,(Hour Rate / 60) * Actual Operation Time,（工時率/ 60）*實際操作時間
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +1136,Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,行＃{0}：參考文檔類型必須是費用索賠或日記帳分錄之一
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +1053,Select BOM,選擇BOM
DocType: SMS Log,SMS Log,短信日誌
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Delivered Items,交付項目成本
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +39,The holiday on {0} is not between From Date and To Date,在{0}這個節日之間沒有從日期和結束日期
DocType: Inpatient Record,Admission Scheduled,入學時間表
DocType: Student Log,Student Log,學生登錄
apps/erpnext/erpnext/config/buying.py +165,Templates of supplier standings.,供應商榜單。
DocType: Lead,Interested,有興趣
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py +27,Opening,開盤
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +36,From {0} to {1},從{0} {1}
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +51,Failed to setup taxes,無法設置稅收
DocType: Item,Copy From Item Group,從項目群組複製
DocType: Journal Entry,Opening Entry,開放報名
